codigo,estacao,uf,regiao,latitude,longitude,altitude_m,ano_inicio,ano_fim,anos_presentes,anos_cobertura_80,anos_cobertura_90,cobertura_mediana,observacoes_validas,deslocamento_max_coord_km,coordenada_suspeita,dentro_dominio_era5
A361,CASTELO DO PIAUI,PI,NE,-5.34916666,-41.51222222,286.0,2009,2025,17,11,10,0.9082191780821918,113240,0.008909815505546847,False,True
A362,SAO PEDRO DO PIAUI,PI,NE,-5.91111111,-42.7186111,287.0,2009,2018,10,9,8,0.98545076170849,80223,0.0,False,True
A363,VALENCA DO PIAUI,PI,NE,-6.39916666,-41.73999999,301.0,2009,2025,17,14,12,0.9982876712328768,126534,2.8901262907225593,False,True
A364,GILBUES,PI,NE,-9.87472221,-45.34638888,425.0,2009,2025,17,11,10,0.9515981735159817,116198,0.08671827079830816,False,True
A365,CANTO DO BURITI,PI,NE,-8.11777777,-42.00888888,308.0,2010,2025,16,14,13,0.9555415200738577,127087,106.44205033655231,True,True
A366,OURICURI,PE,NE,-7.88472221,-40.10111111,464.0,2010,2025,16,11,7,0.8845319634703197,107475,0.2212771698986134,False,True
A367,SANTA CRUZ,RN,NE,-6.22777777,-36.02638888,237.0,2010,2025,16,11,9,0.9118768246126208,95145,0.04355240415381189,False,True
A368,TIANGUA,CE,NE,-3.73222221,-41.01194444,756.0,2018,2025,8,4,4,0.7526714200164684,44441,0.009195560795221847,False,True
A369,QUIXADA,CE,NE,-4.97888888,-39.05722222,193.0,2018,2025,8,4,4,0.6470319634703197,37973,0.012549386721484401,False,True
A370,SALGUEIRO,PE,NE,-8.05805555,-39.0961111,447.0,2017,2025,9,5,4,0.8496575342465753,53556,5.123469494945768e-05,False,True
A371,PIRANHAS,AL,NE,-9.62222221,-37.76722221,187.0,2017,2025,9,6,5,0.9604963570127505,62202,0.012726012068585394,False,True
A372,IPANGUACU,RN,NE,-5.53499999,-36.87222221,19.0,2017,2025,9,4,2,0.7168715846994536,49043,0.017878730603027602,False,True
A373,ITAPORANGA,PB,NE,-7.31833332,-38.14083333,292.0,2017,2025,9,3,3,0.6534608378870674,32002,0.030887769387196735,False,True
A374,CORRENTE,PI,NE,-10.42916666,-45.17305554,452.0,2018,2025,8,6,6,0.9600456621004566,55576,0.0,False,True
A375,BAIXA GRANDE DO RIBEIRO,PI,NE,-8.333531,-45.094625,519.0,2018,2025,8,4,4,0.8809931506849316,51014,0.4414617329194043,False,True
A376,CAMPO MAIOR,PI,NE,-4.86416666,-42.14555555,125.0,2018,2025,8,1,1,0.49175243905481947,34138,0.0,False,True
A377,ANGICAL DO PIAUI,PI,NE,-6.08944444,-42.72749999,183.0,2019,2025,7,2,2,0.41198630136986303,19458,0.0,False,True
A401,SALVADOR,BA,NE,-13.01666666,-38.51666666,51.41,2000,2025,26,22,19,0.994473763006213,203736,1.7128560530155543,False,True
A402,BARREIRAS,BA,NE,-12.15,-45.01666666,470.37,2001,2025,25,18,17,0.9466894977168949,177221,3.029650583876989,False,True
A404,LUIZ EDUARDO MAGALHAES,BA,NE,-12.15222222,-45.82972221,754.04,2002,2025,24,19,17,0.9588470319634703,186267,0.030887769387196735,False,True
A405,CARAVELAS,BA,NE,-17.73333333,-39.26666666,2.88,2002,2025,24,15,11,0.8558219178082191,156413,1.0907058639320626,False,True
A406,CRUZ DAS ALMAS,BA,NE,-12.65,-39.15,225.87,2003,2025,23,15,12,0.9098173515981736,170758,7.157930775331779,True,True
A407,ITIRUCU,BA,NE,-13.52833332,-40.11972221,755.61,2003,2025,23,17,14,0.9895264116575592,177490,0.061774426823827236,False,True
A408,ITABERABA,BA,NE,-12.51666666,-40.3,249.89,2003,2025,23,22,20,0.9990867579908675,194577,0.8345080810445551,False,True
A409,ARACAJU,SE,NE,-10.95027777,-37.05,4.72,2003,2025,23,16,12,0.9882420091324201,164736,0.544497767517889,False,True
A410,ILHEUS,BA,NE,-14.65944444,-39.1811111,78.0,2003,2025,23,16,10,0.8703196347031964,156544,0.07952314102884987,False,True
A412,MACAJUBA,BA,NE,-12.11666666,-40.18333333,380.0,2003,2025,23,16,14,0.9265710382513661,151611,18.653128063246083,True,True
A413,FEIRA DE SANTANA,BA,NE,-12.19583333,-38.96722221,231.0,2007,2025,19,13,11,0.9297945205479452,135176,0.0444021701915749,False,True
A414,VITORIA DA CONQUISTA,BA,NE,-14.8861111,-40.80138888,874.81,2007,2025,19,17,15,0.9963470319634703,149548,0.035801303375294066,False,True
A415,SANTA RITA DE CASSIA,BA,NE,-11.01999999,-44.52499999,450.0,2007,2025,19,11,11,0.9232876712328767,117792,2.2315389790023836,False,True
A416,CORRENTINA,BA,NE,-13.33222221,-44.61722221,549.0,2007,2025,19,14,11,0.9987442922374429,140385,0.0430972823095975,False,True
A417,ITABAIANINHA,SE,NE,-11.27249999,-37.79472221,208.0,2007,2025,19,15,13,0.9918032786885246,144663,0.030292991376558696,False,True
A418,BOM JESUS DA LAPA,BA,NE,-13.41666666,-43.18416666,440.0,2007,2025,19,13,9,0.8976548269581056,124631,30.195259461655365,True,True
A419,POCO VERDE,SE,NE,-10.73749999,-38.10777777,362.0,2008,2025,18,13,9,0.9106164383561643,122237,0.08660231948758611,False,True
A420,CARIRA,SE,NE,-10.39944444,-37.74722221,308.0,2008,2022,15,11,10,0.9821917808219178,106777,0.04332380924340373,False,True
A421,BREJO GRANDE,SE,NE,-10.47944443,-36.48194443,6.11,2008,2025,18,12,11,0.9659348499673842,117765,0.6177498279912804,False,True
A422,ABROLHOS,BA,NE,-17.96416666,-38.6961111,25.0,2008,2025,18,7,3,0.7053716907453152,83825,0.7738549032089217,False,True
A423,REMANSO,BA,NE,-9.60277777,-42.10277777,401.0,2008,2025,18,14,11,0.9952129073242194,132986,3.7877971405176156,False,True
A424,IRECE,BA,NE,-11.32888888,-41.86444444,755.0,2008,2025,18,17,15,0.9974315068493151,146963,0.013762014853117432,False,True
A425,LENCOIS,BA,NE,-12.55722222,-41.38888888,438.74,2008,2025,18,15,15,0.9880419215151055,137232,0.07079715864713311,False,True
A426,GUANAMBI,BA,NE,-14.20805555,-42.74944444,882.0,2008,2025,18,14,12,0.957648401826484,139240,0.02994186087404298,False,True
A427,PORTO SEGURO,BA,NE,-16.38916666,-39.18249999,85.0,2008,2025,18,13,9,0.9081865845746937,116040,0.030887769387373566,False,True
A428,SENHOR DO BONFIM,BA,NE,-10.44305555,-40.14833333,539.0,2008,2025,18,16,11,0.9717537100456621,138632,0.00993830048194129,False,True
A429,BARRA,BA,NE,-11.08472221,-43.13916666,403.0,2008,2025,18,15,12,0.9839480874316939,141629,0.030311526069893492,False,True
A430,PIATA,BA,NE,-13.15583333,-41.77416666,1290.0,2008,2025,18,17,16,0.9972072510417447,144075,0.030887769387196735,False,True
A431,CONDE,BA,NE,-11.8,-37.59972221,31.9,2008,2025,18,12,10,0.944634703196347,120553,27.776359294507728,True,True
A432,BURITIRAMA,BA,NE,-10.72305554,-43.65111111,506.5,2008,2025,18,10,6,0.8505849676872022,110665,0.017648922822704877,False,True
A433,BRUMADO,BA,NE,-14.18166666,-41.67222221,470.0,2008,2025,18,18,16,0.9981164383561644,151335,0.030886657436630494,False,True
A434,AMARGOSA,BA,NE,-13.00944444,-39.61694443,407.0,2008,2025,18,16,15,0.998458904109589,142980,0.007354487554234508,False,True
A435,UAUA,BA,NE,-9.8336111,-39.49555555,453.0,2008,2021,14,13,12,0.9726964655538088,106775,0.008292399095385454,False,True
A436,QUEIMADAS,BA,NE,-10.98472221,-39.61694443,315.0,2008,2025,18,14,13,0.963013698630137,124470,0.01110798814496702,False,True
A437,UNA,BA,NE,-15.27999999,-39.0911111,74.0,2008,2025,18,14,13,0.9810046909698831,135714,0.04291674510791169,False,True
A438,MARAU,BA,NE,-13.90722222,-38.97222221,10.0,2008,2025,18,13,8,0.8931221461187215,117319,0.03138238211945758,False,True
A439,IBOTIRAMA,BA,NE,-12.19249999,-43.2125,430.0,2008,2025,18,16,14,0.961472602739726,140972,0.11779630057916624,False,True
A440,JACOBINA,BA,NE,-11.205,-40.465,453.0,2008,2025,18,11,11,0.9711664802907465,111255,0.0,False,True
A441,SERRINHA,BA,NE,-11.66444444,-39.02305554,339.0,2008,2025,18,13,13,0.9829915900814982,127296,0.030887769387196735,False,True
A442,EUCLIDES DA CUNHA,BA,NE,-10.53722221,-38.99666666,430.0,2008,2025,18,15,11,0.9749621041994161,134527,0.006846611480619725,False,True
A443,DELFINO,BA,NE,-10.455,-41.20722222,637.0,2008,2025,18,14,12,0.9829908675799086,125231,0.0303749623539192,False,True
A444,VALENCA,BA,NE,-13.3436111,-39.12666666,105.0,2009,2025,17,13,10,0.9478310502283105,115028,0.00038150456371218046,False,True
A445,IPIAU,BA,NE,-14.17138888,-39.69249999,125.0,2009,2025,17,12,11,0.9833788706739527,112060,0.009440725786968193,False,True
A446,ITAPETINGA,BA,NE,-15.24472221,-40.22944443,269.0,2009,2025,17,14,12,0.9577625570776256,122368,0.016045015381321446,False,True
A447,BELMONTE,BA,NE,-16.08805555,-39.21555555,88.0,2009,2025,17,14,12,0.9858447488584475,123397,0.02967810997719242,False,True
A448,CURACA,BA,NE,-9.00138888,-39.9125,370.0,2015,2025,11,8,6,0.9542237442922374,75899,0.030506274296401008,False,True
A449,PILAO ARCADO,BA,NE,-10.018333,-42.50027777,385.0,2016,2022,7,2,0,0.5860091743119266,29147,3.4517510025420823,False,True
A450,JEREMOABO,BA,NE,-10.08083332,-38.34583333,261.0,2015,2025,11,8,8,0.9732468123861566,72072,0.0,False,True
A451,ITABAIANA,SE,NE,-10.67166666,-37.47138888,213.0,2017,2025,9,3,3,0.00011415525114155251,25118,0.0,False,True
A452,FORMOSA DO RIO PRETO,BA,NE,-11.05222222,-45.20083333,488.0,2016,2025,10,4,4,0.7889955585497916,60913,0.009549730131139788,False,True
A453,NOSSA SENHORA DA GLORIA,SE,NE,-10.20777777,-37.43194443,271.0,2017,2025,9,7,6,0.9567351598173516,59820,0.0,False,True
A454,MACAUBAS,BA,NE,-13.03888888,-42.61722221,574.0,2016,2018,3,2,1,0.8820776255707763,21563,0.0,False,True
A455,ITAMARAJU,BA,NE,-17.00694444,-39.55805555,110.0,2016,2025,10,4,3,0.7316762107942212,48943,47.78914398280842,True,True
A456,SALVADOR (RADIO FAROL),BA,NE,-12.80833333,-38.49583333,31.0,2018,2025,8,7,4,0.903824200913242,57838,0.0,False,True
A458,RIBEIRA DO AMPARO,BA,NE,-11.05861111,-38.44416666,182.0,2018,2025,8,7,7,0.9590216957357087,58677,0.0,False,True
A502,BARBACENA,MG,SE,-21.22888888,-43.76694443,1155.0,2002,2025,24,20,20,0.9974885844748859,190419,0.10619292789023582,False,True
A505,ARAXA,MG,SE,-19.60555555,-46.94944444,1020.0,2002,2025,24,22,21,0.9929986338797814,191702,0.04243383218285824,False,True
A506,MONTES CLAROS,MG,SE,-16.71666666,-43.86666666,646.29,2002,2025,24,22,22,0.9985730593607306,191750,4.16412602006024,False,True
A507,UBERLANDIA,MG,SE,-18.91722221,-48.25555555,869.0,2002,2025,24,20,19,0.9970932517403998,185728,0.030887769387019905,False,True
A508,ALMENARA,MG,SE,-16.16666666,-40.68777777,194.0,2002,2025,24,21,18,0.9804223744292238,183041,0.012050893115197069,False,True
A509,MONTE VERDE,MG,SE,-22.86138888,-46.04333333,1500.0,2004,2025,22,22,21,0.9970890410958904,181096,0.030887769387373566,False,True
A510,VICOSA,MG,SE,-20.76277777,-42.86388888,712.2,2005,2025,21,20,19,0.9988615664845173,173646,0.030886657436453663,False,True
A511,TIMOTEO,MG,SE,-19.5736111,-42.62222221,333.0,2006,2025,20,19,15,0.9941780821917807,163456,0.042438509761388805,False,True
A512,ITUIUTABA,MG,SE,-18.95277777,-49.52499999,560.0,2006,2025,20,18,15,0.9770259438081692,154982,0.016243172804607367,False,True
A513,OURO BRANCO,MG,SE,-20.54583333,-43.76944443,1061.0,2006,2025,20,17,17,0.9979452054794521,160601,1.838019623076396,False,True
A514,SAO JOAO DEL REI,MG,SE,-21.22638888,-44.97944443,991.0,2006,2025,20,19,15,0.9982876712328768,163471,76.72132509665889,True,True
A515,VARGINHA,MG,SE,-21.56638888,-45.40416666,955.0,2006,2025,20,18,18,0.998972602739726,164699,0.0,False,True
A516,PASSOS,MG,SE,-20.74499999,-46.63388888,784.0,2006,2025,20,20,17,0.9896118721461187,164456,0.030887769387373566,False,True
A517,MURIAE,MG,SE,-21.10472222,-42.37583332,297.0,2006,2025,20,19,17,0.9921232876712329,162393,0.030887769387373566,False,True
A518,JUIZ DE FORA,MG,SE,-21.76999999,-43.36416666,950.0,2007,2025,19,19,19,0.9990867579908675,160055,0.028684858227045487,False,True
A519,CAMPINA VERDE,MG,SE,-19.53916666,-49.51805554,555.2,2006,2025,20,19,17,0.9898927193828351,164002,0.009439967574037878,False,True
A520,CONCEICAO DAS ALAGOAS,MG,SE,-19.98583333,-48.15138888,568.0,2006,2025,20,19,19,0.9953196347031963,166359,0.02902762013996596,False,True
A521,PAMPULHA,MG,SE,-19.88416666,-43.96944443,869.0,2006,2025,20,20,20,0.9980593607305936,167663,0.030887769387373566,False,True
A522,SERRA DOS AIMORES,MG,SE,-17.7986111,-40.24972221,208.0,2006,2025,20,20,14,0.990878808294034,160825,0.042650052458596814,False,True
A523,PATROCINIO,MG,SE,-18.99638888,-46.98583333,976.0,2006,2025,20,16,16,0.9985159817351599,157550,0.03451301552122464,False,True
A524,FORMIGA,MG,SE,-20.45472222,-45.45388888,873.0,2006,2025,20,20,18,0.996010960151708,165151,0.030887769387019905,False,True
A525,SACRAMENTO,MG,SE,-19.87527777,-47.43416666,912.0,2006,2025,20,19,17,0.9981755433290915,163595,0.006803384728686176,False,True
A526,MONTALVANIA,MG,SE,-15.08583333,-44.01583333,512.0,2007,2025,19,17,11,0.9668949771689498,149719,86.14185448126315,True,True
A527,TEOFILO OTONI,MG,SE,-17.9,-41.51666666,475.0,2006,2025,20,15,14,0.9823108031574104,153517,0.8116371819100219,False,True
A528,TRES MARIAS,MG,SE,-18.20055555,-45.45972222,921.0,2006,2025,20,18,18,0.9986301369863013,164581,0.035400082363470635,False,True
A529,PASSA QUATRO,MG,SE,-22.3961111,-44.96166666,1040.0,2007,2025,19,15,14,0.9926940639269406,150901,0.04272116485843151,False,True
A530,CALDAS,MG,SE,-21.91805554,-46.38305554,1150.0,2006,2025,20,19,19,0.9972602739726028,158962,0.006251169343980645,False,True
A531,MARIA DA FE,MG,SE,-22.31444444,-45.37277777,1276.33,2006,2025,20,19,19,0.9994877049180328,164636,0.031051329397753423,False,True
A532,GOVERNADOR VALADARES,MG,SE,-18.83027777,-41.97666666,214.0,2007,2025,19,18,16,0.9901826484018265,155106,0.03680796107533471,False,True
A533,GUANHAES,MG,SE,-18.78666666,-42.94305555,860.0,2007,2025,19,18,18,0.9942922374429224,156758,0.030887769387019905,False,True
A534,AIMORES,MG,SE,-19.53277777,-41.09083333,83.74,2007,2025,19,14,12,0.9530821917808219,138780,0.003557962040318532,False,True
A535,FLORESTAL,MG,SE,-19.88527778,-44.41694444,750.0,2008,2025,18,17,16,0.9990296803652967,149783,0.014831518906896587,False,True
A536,DORES DO INDAIA,MG,SE,-19.48166666,-45.59388888,722.0,2007,2025,19,19,14,0.9914383561643836,156648,0.030886657436807324,False,True
A537,DIAMANTINA,MG,SE,-18.2311111,-43.64805555,1356.0,2007,2025,19,19,17,0.9985159817351598,159903,0.023481501804531194,False,True
A538,CURVELO,MG,SE,-18.76444444,-44.45361111,670.0,2006,2025,20,18,18,0.9977198580233051,158359,1.86076628032482,False,True
A539,MOCAMBINHO,MG,SE,-15.08583333,-44.01611111,460.0,2007,2025,19,18,17,0.9982876712328768,154530,0.01603754256791212,False,True
A540,MANTENA,MG,SE,-18.78027777,-40.98583333,213.5,2007,2025,19,19,19,0.9986301369863013,158301,0.08029967648210411,False,True
A541,CAPELINHA,MG,SE,-17.70527777,-42.38916666,948.0,2007,2025,19,16,15,0.9987442922374429,148829,0.030887769387373566,False,True
A542,UNAI,MG,SE,-16.55388888,-46.88194443,631.0,2007,2025,19,18,17,0.977054794520548,156396,0.030887769387373566,False,True
A543,ESPINOSA,MG,SE,-14.91277777,-42.82972221,569.64,2007,2025,19,15,12,0.9305555555555556,127004,2.283887876748237,False,True
A544,BURITIS,MG,SE,-15.52416666,-46.43555555,894.0,2007,2025,19,16,12,0.9625570776255707,141944,0.01080627368633543,False,True
A545,PIRAPORA,MG,SE,-17.25777777,-44.83555555,503.0,2007,2025,19,19,16,0.9728310502283105,154028,0.031827403687081,False,True
A546,GUARDA-MOR,MG,SE,-17.56166666,-47.19944444,616.0,2007,2025,19,15,13,0.9976092896174863,141886,0.0426761135510521,False,True
A547,SAO ROMAO,MG,SE,-16.3625,-45.12388888,460.0,2007,2025,19,16,15,0.9920091324200914,146580,0.030886657436453663,False,True
A548,CHAPADA GAUCHA,MG,SE,-15.31,-45.61666666,880.0,2007,2025,19,15,13,0.9777633851468048,141488,1.0973370981661374,False,True
A549,AGUAS VERMELHAS,MG,SE,-15.75222222,-41.45833333,740.0,2007,2025,19,18,15,0.9647260273972603,151631,0.09612925755649827,False,True
A550,ITAOBIM,MG,SE,-16.57555554,-41.48527777,266.0,2007,2025,19,17,17,0.9974954462659381,153545,0.03530917161925773,False,True
A551,RIO PARDO DE MINAS,MG,SE,-15.72277777,-42.43527777,950.0,2007,2025,19,19,17,0.9974885844748859,155069,0.06700720885170335,False,True
A552,SALINAS,MG,SE,-16.16027777,-42.31027777,495.0,2007,2025,19,17,15,0.992351598173516,152929,0.005616611242094124,False,True
A553,JOAO PINHEIRO,MG,SE,-17.78472221,-46.11916666,877.0,2007,2025,19,18,14,0.9749531835205992,151657,0.04264939615660445,False,True
A554,CARATINGA,MG,SE,-19.73583333,-42.15361111,615.0,2007,2025,19,18,17,0.9980593607305936,155530,1.7233161978577531,False,True
A555,IBIRITE (ROLA MOCA),MG,SE,-20.0311111,-44.01111111,1208.0,2008,2025,18,18,16,0.9962375552062279,150505,0.0410714363282815,False,True
A556,MANHUACU,MG,SE,-20.26361111,-42.18277777,836.0,2010,2025,16,14,12,0.967579908675799,122571,0.030887769387373566,False,True
A557,CORONEL PACHECO,MG,SE,-21.546836220000003,-43.26111111,421.07,2012,2025,14,13,13,0.9894977168949772,111518,0.0188542378050039,False,True
A559,JANUARIA,MG,SE,-15.44805555,-44.36638888,468.0,2016,2025,10,9,7,0.9551670651183971,77057,0.008942850935484543,False,True
A560,POMPEU,MG,SE,-19.23249999,-44.96416666,705.0,2021,2025,5,4,3,0.9970319634703196,35826,0.0,False,True
A561,SAO SEBASTIAO DO PARAISO,MG,SE,-20.91,-47.11416666,845.0,2015,2025,11,8,8,0.9997716894977169,74983,0.015369302998042171,False,True
A562,PATOS DE MINAS,MG,SE,-18.52055554,-46.44055555,950.0,2017,2025,9,8,7,0.9811253561253561,69879,0.013703547510844478,False,True
A563,JANAUBA,MG,SE,-15.80277777,-43.29694444,532.0,2016,2025,10,8,8,0.9602739726027397,73476,0.0,False,True
A564,DIVINOPOLIS,MG,SE,-20.17333332,-44.87499999,796.0,2017,2025,9,8,8,0.9995446265938069,68509,0.042363250859807244,False,True
A565,BAMBUI,MG,SE,-20.0311111,-46.00888888,697.0,2016,2025,10,8,8,0.9715753424657534,73693,0.029018223714291396,False,True
A566,ARACUAI,MG,SE,-16.84888888,-42.03527777,308.0,2017,2025,9,9,7,0.9803652968036529,70947,319.26220437037983,True,True
A567,MACHADO,MG,SE,-21.680722,-45.944389,969.0,2017,2025,9,9,7,0.9759132420091324,69809,0.013639537316470579,False,True
A568,UBERABA,MG,SE,-19.71,-47.96194444,778.0,2017,2025,9,9,8,0.9784246575342466,72768,0.029078107373051956,False,True
A569,SETE LAGOAS,MG,SE,-19.45527777,-44.17333332,719.0,2016,2025,10,9,8,0.9828767123287672,78488,0.030886657436453663,False,True
A570,OLIVEIRA,MG,SE,-20.715,-44.86444444,1025.0,2017,2025,9,8,8,0.9976027397260274,69506,0.030887769387373566,False,True
A571,PARACATU,MG,SE,-17.24444444,-46.88166666,705.0,2018,2025,8,8,7,0.9955569902936847,66040,0.030887769387019905,False,True
A572,BELO HORIZONTE - SANTO AGOSTINHO,MG,SE,-19.93388888,-43.95222222,915.47,2025,2025,1,1,1,0.9563492063492064,2892,0.0,False,True
A601,ECOLOGIA AGRICOLA,RJ,SE,-22.8,-43.68333333,33.0,2000,2025,26,23,19,0.9966324200913241,212576,4.697063047300639,False,True
A602,MARAMBAIA,RJ,SE,-23.05,-43.6,9.7,2002,2025,24,21,18,0.987917165706016,184368,0.4557929581143368,False,True
A603,XEREM,RJ,SE,-22.58972221,-43.28222221,33.0,2002,2025,24,18,15,0.9801369863013698,180722,0.0,False,True
A604,CAMBUCI,RJ,SE,-21.56666666,-41.95,35.0,2002,2025,24,17,16,0.9644977168949772,173514,2.4716348499994925,False,True
A606,ARRAIAL DO CABO,RJ,SE,-22.98333333,-42.01666666,4.0,2006,2025,20,20,18,0.9894531152531377,163659,1.0178616806468013,False,True
A607,CAMPOS,RJ,SE,-21.71666666,-41.35,25.0,2006,2025,20,20,19,0.998688618160042,165463,0.6672998411384519,False,True
A608,MACAE,RJ,SE,-22.38333333,-41.81666667,32.0,2006,2025,20,20,17,0.9871004566210045,161403,0.9384457270177768,False,True
A609,RESENDE,RJ,SE,-22.45,-44.45,439.89,2006,2025,20,18,17,0.9925345272849764,161704,0.5455918980662726,False,True
A610,PICO DO COUTO,RJ,SE,-22.48166666,-43.29138888,1777.0,2006,2025,20,13,11,0.9702544476882002,140650,1.8841383653123116,False,True
A611,VALENCA,RJ,SE,-22.35,-43.7,367.0,2006,2025,20,17,15,0.9926369863013699,152113,1.0056101914672944,False,True
A612,VITORIA,ES,SE,-20.26666666,-40.3,9.0,2006,2025,20,18,17,0.9905949796641464,158355,0.8019452090004253,False,True
A613,SANTA TERESA,ES,SE,-19.98833333,-40.57944443,988.0,2007,2025,19,19,16,0.956056466302368,153579,0.01465133049146659,False,True
A614,LINHARES,ES,SE,-19.35694444,-40.0686111,40.0,2006,2025,20,20,17,0.9971461187214612,162731,0.008412414255521243,False,True
A615,ALFREDO CHAVES,ES,SE,-20.63638888,-40.74138888,35.0,2006,2024,19,16,16,0.997716894977169,150752,0.057811766327943805,False,True
A616,SAO MATEUS,ES,SE,-18.71388888,-39.84833333,39.0,2006,2025,20,20,18,0.9974924832198019,165122,4.519637165751977,False,True
A617,ALEGRE,ES,SE,-20.75055555,-41.48888888,138.0,2006,2025,20,19,18,0.9969178082191781,160217,0.0,False,True
A618,TERESOPOLIS,RJ,SE,-22.44888888,-42.98722221,980.0,2006,2025,20,20,20,0.9980022831050228,164351,0.042058706561844225,False,True
A619,PARATI,RJ,SE,-23.22333332,-44.72666666,5.0,2006,2025,20,18,17,0.9898631072685081,157423,0.04194886807017061,False,True
A620,SAO TOME,RJ,SE,-22.04166666,-41.05194444,8.0,2008,2025,18,16,15,0.9951074302635743,144200,0.028630219013246194,False,True
A621,VILA MILITAR,RJ,SE,-22.86083333,-43.41111111,45.0,2007,2025,19,19,17,0.9910063752276868,159082,0.06801528687558431,False,True
A622,PRES. KENNEDY,ES,SE,-21.10111111,-41.03888888,80.0,2008,2025,18,13,13,0.9796516816169483,139328,0.06538849296757683,False,True
A623,NOVA VENECIA,ES,SE,-18.69527777,-40.4075,154.0,2008,2022,15,13,11,0.9972602739726028,117378,1.7847260581513305,False,True
A624,NOVA FRIBURGO,RJ,SE,-22.33305554,-42.67722221,1046.0,2010,2025,16,16,15,0.9992021608403823,131810,0.1875148767805862,False,True
A625,TRES RIOS,RJ,SE,-22.09833333,-43.20833333,295.0,2016,2025,10,10,9,0.9984596838585722,81779,0.028618740702360267,False,True
A626,RIO CLARO,RJ,SE,-22.653579,-44.040916,516.0,2016,2025,10,10,9,0.9816947747049194,81629,0.009204056211958522,False,True
A627,NITEROI,RJ,SE,-22.86749999,-43.10194444,6.0,2018,2025,8,8,7,0.9976598173515981,63940,0.0168213551048749,False,True
A628,ANGRA DOS REIS,RJ,SE,-22.97555554,-44.30333333,6.0,2017,2025,9,6,6,0.9689497716894977,62043,0.030887769387373566,False,True
A629,CARMO,RJ,SE,-21.93867805,-42.600884664999995,293.0,2018,2025,8,6,6,0.9952054794520548,55923,0.009135427686680015,False,True
A630,SANTA MARIA MADALENA,RJ,SE,-21.95055555,-42.01027777,517.0,2018,2025,8,7,7,0.9929223744292237,59634,0.028648615617105994,False,True
A631,ECOPORANGA,ES,SE,-18.29138888,-40.73638888,224.0,2017,2025,9,5,5,0.9858447488584475,58865,0.030887769387373566,False,True
A632,MARILANDIA,ES,SE,-19.40722222,-40.53972221,95.0,2017,2025,9,7,7,0.9873287671232877,69831,0.01171423493949459,False,True
A633,VENDA NOVA DO IMIGRANTE,ES,SE,-20.38555555,-41.18999999,722.0,2017,2025,9,8,8,0.9888127853881279,74954,14.826010327153748,True,True
A634,VILA VELHA,ES,SE,-20.46694443,-40.40388888,25.0,2017,2025,9,8,7,0.9872395833333333,72866,0.02893795046642899,False,True
A635,ITATIAIA,RJ,SE,-22.37388888,-44.70305555,2450.0,2017,2021,5,5,4,0.9864155251141552,36284,0.008371011247087211,False,True
A636,RIO DE JANEIRO - JACAREPAGUA,RJ,SE,-22.93999999,-43.40277777,20.0,2017,2025,9,9,9,0.9924657534246575,72039,0.030887769387373566,False,True
A637,Paty do Alferes - Avelar,RJ,SE,-22.34722221,-43.41777777,508.0,2022,2025,4,4,4,0.9925839633705118,27367,0.0,False,True
A652,FORTE DE COPACABANA,RJ,SE,-22.98833333,-43.19027777,42.0,2007,2025,19,18,18,0.996689497716895,158316,0.028434798516772063,False,True
A657,AFONSO CLAUDIO,ES,SE,-20.10416666,-41.10694444,520.0,2011,2025,15,14,10,0.9743150684931506,112331,0.0,False,True
A659,SILVA JARDIM,RJ,SE,-22.64583333,-42.41555555,19.0,2015,2025,11,11,11,0.9978310502283105,89749,0.028506399820929323,False,True
A667,SAQUAREMA - SAMPAIO CORREIA,RJ,SE,-22.8711111,-42.60888888,26.0,2015,2025,11,10,9,0.9788812785388128,84527,0.028459418895575614,False,True
A701,SAO PAULO - MIRANTE,SP,SE,-23.48333333,-46.61666666,792.06,2006,2025,20,20,20,0.9964100356813135,169385,1.4909814907111756,False,True
A702,CAMPO GRANDE,MS,CO,-20.45,-54.6,530.0,2001,2025,25,23,21,0.997716894977169,202262,12.778846895826577,True,True
A703,PONTA PORA,MS,CO,-22.5525,-55.71638888,675.0,2001,2025,25,22,21,0.985730593607306,186245,0.00937654426308208,False,True
A704,TRES LAGOAS,MS,CO,-20.78999999,-51.71222222,313.0,2001,2025,25,18,14,0.9632420091324201,172213,0.7413364883189286,False,True
A705,BAURU,SP,SE,-22.35805555,-49.02888888,666.0,2001,2025,25,21,17,0.9876712328767123,191318,0.0012838812990109017,False,True
A706,CAMPOS DO JORDAO,SP,SE,-22.75027777,-45.60388888,1642.0,2002,2025,24,17,15,0.9711876512713027,167389,0.007513320471364696,False,True
A707,PRESIDENTE PRUDENTE,SP,SE,-22.11999999,-51.4,435.55,2003,2025,23,21,20,0.9957762557077625,182903,0.8898277258167326,False,True
A708,FRANCA,SP,SE,-20.57999999,-47.37999999,1026.0,2002,2025,24,19,19,0.9946347031963471,176188,0.5585348837112163,False,True
A709,IVINHEMA,MS,CO,-22.30666666,-53.82722221,373.8,2003,2025,23,15,10,0.8848173515981735,153506,0.8249152422990869,False,True
A710,PARANAIBA,MS,CO,-19.69527777,-51.18138888,424.0,2006,2025,20,13,11,0.9116910344221988,131699,0.04786694075548955,False,True
A711,SAO CARLOS,SP,SE,-21.97972221,-47.88333333,863.0,2006,2025,20,18,14,0.9981184657035207,154054,0.09309670559078423,False,True
