codigo,anos_validos_extremos,primeiro_ano,ultimo_ano,maior_sequencia_consecutiva,estacao,uf,regiao,rede_extremos_10a,rede_extremos_15a,rede_extremos_consecutiva_10a,rede_extremos_consecutiva_15a
A624,13,2011.0,2025.0,7,NOVA FRIBURGO,RJ,SE,True,False,False,False
A625,6,2017.0,2025.0,4,TRES RIOS,RJ,SE,False,False,False,False
A626,6,2018.0,2025.0,2,RIO CLARO,RJ,SE,False,False,False,False
A627,5,2019.0,2025.0,2,NITEROI,RJ,SE,False,False,False,False
A628,3,2018.0,2023.0,2,ANGRA DOS REIS,RJ,SE,False,False,False,False
A629,5,2019.0,2023.0,5,CARMO,RJ,SE,False,False,False,False
A630,5,2019.0,2025.0,2,SANTA MARIA MADALENA,RJ,SE,False,False,False,False
A631,4,2018.0,2023.0,2,ECOPORANGA,ES,SE,False,False,False,False
A632,6,2018.0,2025.0,3,MARILANDIA,ES,SE,False,False,False,False
A633,0,,,0,VENDA NOVA DO IMIGRANTE,ES,SE,False,False,False,False
A634,4,2018.0,2025.0,2,VILA VELHA,ES,SE,False,False,False,False
A635,3,2019.0,2021.0,3,ITATIAIA,RJ,SE,False,False,False,False
A636,6,2018.0,2024.0,4,RIO DE JANEIRO - JACAREPAGUA,RJ,SE,False,False,False,False
A637,3,2023.0,2025.0,3,Paty do Alferes - Avelar,RJ,SE,False,False,False,False
A652,14,2008.0,2023.0,9,FORTE DE COPACABANA,RJ,SE,True,False,False,False
A657,8,2012.0,2025.0,4,AFONSO CLAUDIO,ES,SE,False,False,False,False
A659,8,2016.0,2025.0,7,SILVA JARDIM,RJ,SE,False,False,False,False
A667,5,2018.0,2023.0,3,SAQUAREMA,RJ,SE,False,False,False,False
A701,18,2007.0,2025.0,11,SAO PAULO - MIRANTE,SP,SE,True,True,True,False
A702,0,,,0,CAMPO GRANDE,MS,CO,False,False,False,False
A703,18,2002.0,2025.0,10,PONTA PORA,MS,CO,True,True,True,False
A704,11,2007.0,2025.0,5,TRES LAGOAS,MS,CO,True,False,False,False
A705,13,2007.0,2025.0,3,BAURU,SP,SE,True,False,False,False
A706,12,2007.0,2025.0,6,CAMPOS DO JORDAO,SP,SE,True,False,False,False
A707,16,2007.0,2025.0,5,PRESIDENTE PRUDENTE,SP,SE,True,True,False,False
A708,15,2004.0,2023.0,9,FRANCA,SP,SE,True,True,False,False
A709,7,2008.0,2025.0,2,IVINHEMA,MS,CO,False,False,False,False
A710,7,2009.0,2025.0,3,PARANAIBA,MS,CO,False,False,False,False
A711,12,2008.0,2023.0,4,SAO CARLOS,SP,SE,True,False,False,False
A712,0,,,0,IGUAPE,SP,SE,False,False,False,False
A713,0,,,0,SOROCABA,SP,SE,False,False,False,False
A714,9,2007.0,2024.0,4,ITAPEVA,SP,SE,False,False,False,False
A715,0,,,0,SAO MIGUEL ARCANJO,SP,SE,False,False,False,False
A716,0,,,0,OURINHOS,SP,SE,False,False,False,False
A717,6,2008.0,2025.0,2,NHUMIRIM,MS,CO,False,False,False,False
A718,10,2007.0,2025.0,4,RANCHARIA,SP,SE,True,False,False,False
A719,10,2007.0,2025.0,5,AQUIDAUANA,MS,CO,True,False,False,False
A720,11,2007.0,2023.0,8,COXIM,MS,CO,True,False,False,False
A721,12,2007.0,2024.0,4,DOURADOS,MS,CO,True,False,False,False
A722,11,2007.0,2025.0,4,MIRANDA,MS,CO,True,False,False,False
A723,7,2007.0,2025.0,3,PORTO MURTINHO,MS,CO,False,False,False,False
A724,7,2007.0,2023.0,2,CORUMBA,MS,CO,False,False,False,False
A725,8,2007.0,2023.0,3,AVARE,SP,SE,False,False,False,False
A726,8,2007.0,2023.0,4,PIRACICABA,SP,SE,False,False,False,False
A727,10,2007.0,2023.0,3,LINS,SP,SE,True,False,False,False
A728,8,2007.0,2025.0,3,TAUBATE,SP,SE,False,False,False,False
A729,11,2007.0,2021.0,4,VOTUPORANGA,SP,SE,True,False,False,False
A730,7,2007.0,2023.0,4,CHAPADAO DO SUL,MS,CO,False,False,False,False
A731,9,2008.0,2025.0,4,MARACAJU,MS,CO,False,False,False,False
A732,8,2009.0,2024.0,3,SAO GABRIEL DO OESTE,MS,CO,False,False,False,False
A733,9,2008.0,2025.0,4,JALES,SP,SE,False,False,False,False
A734,8,2008.0,2025.0,3,VALPARAISO,SP,SE,False,False,False,False
A735,8,2008.0,2022.0,4,JOSE BONIFACIO,SP,SE,False,False,False,False
A736,7,2008.0,2024.0,2,ARIRANHA,SP,SE,False,False,False,False
A737,0,,,0,IBITINGA,SP,SE,False,False,False,False
A738,8,2008.0,2023.0,3,CASA BRANCA,SP,SE,False,False,False,False
A739,7,2010.0,2018.0,3,ITAPIRA,SP,SE,False,False,False,False
A740,10,2008.0,2019.0,4,SAO LUIS DO PARAITINGA,SP,SE,True,False,False,False
A741,0,,,0,BARRA BONITA,SP,SE,False,False,False,False
A742,8,2012.0,2025.0,4,CASSILANDIA,MS,CO,False,False,False,False
A743,14,2009.0,2025.0,7,RIO BRILHANTE,MS,CO,True,False,False,False
A744,0,,,0,BRAGANCA PAULISTA,SP,SE,False,False,False,False
A746,10,2010.0,2024.0,5,BARRA DO TURVO,SP,SE,True,False,False,False
A747,16,2009.0,2025.0,9,PRADOPOLIS,SP,SE,True,True,False,False
A748,10,2011.0,2023.0,7,BARRETOS,SP,SE,True,False,False,False
A749,11,2009.0,2024.0,6,JUTI,MS,CO,True,False,False,False
A750,7,2012.0,2025.0,3,AMAMBAI,MS,CO,False,False,False,False
A751,8,2009.0,2025.0,3,SETE QUEDAS,MS,CO,False,False,False,False
A752,7,2011.0,2024.0,2,ITAQUIRAI,MS,CO,False,False,False,False
A753,10,2010.0,2025.0,4,ITUVERAVA,SP,SE,True,False,False,False
A754,12,2009.0,2024.0,8,SIDROLANDIA,MS,CO,True,False,False,False
A755,11,2012.0,2025.0,4,BARUERI,SP,SE,True,False,False,False
A756,11,2012.0,2025.0,5,AGUA CLARA,MS,CO,True,False,False,False
A757,7,2012.0,2019.0,6,BELA VISTA,MS,CO,False,False,False,False
A758,4,2013.0,2017.0,3,JARDIM,MS,CO,False,False,False,False
A759,6,2014.0,2025.0,3,BATAGUASSU,MS,CO,False,False,False,False
A760,0,,,0,COSTA RICA,MS,CO,False,False,False,False
A761,0,,,0,SONORA,MS,CO,False,False,False,False
A762,5,2017.0,2023.0,3,DRACENA,SP,SE,False,False,False,False
A763,7,2018.0,2025.0,6,MARILIA,SP,SE,False,False,False,False
A764,4,2017.0,2025.0,2,BEBDOURO,SP,SE,False,False,False,False
A765,4,2018.0,2025.0,3,BERTIOGA,SP,SE,False,False,False,False
A766,2,2018.0,2023.0,1,REGISTRO,SP,SE,False,False,False,False
A767,2,2018.0,2019.0,2,SAO SEBASTIAO,SP,SE,False,False,False,False
A768,5,2018.0,2025.0,3,TUPA,SP,SE,False,False,False,False
A769,4,2018.0,2024.0,2,CACHOEIRA PAULISTA,SP,SE,False,False,False,False
A770,6,2020.0,2025.0,6,SAO SIMAO,SP,SE,False,False,False,False
A771,6,2019.0,2025.0,5,SAO PAULO - INTERLAGOS,SP,SE,False,False,False,False
A801,19,2007.0,2025.0,19,PORTO ALEGRE,RS,S,True,True,True,True
A802,0,,,0,RIO GRANDE,RS,S,False,False,False,False
A803,15,2003.0,2024.0,5,SANTA MARIA,RS,S,True,True,False,False
A804,0,,,0,SANTANA DO LIVRAMENTO,RS,S,False,False,False,False
A805,11,2008.0,2024.0,7,SANTO AUGUSTO,RS,S,True,False,False,False
A806,15,2008.0,2023.0,8,FLORIANOPOLIS,SC,S,True,True,False,False
A807,12,2011.0,2024.0,6,CURITIBA,PR,S,True,False,False,False
A808,10,2007.0,2023.0,5,TORRES,RS,S,True,False,False,False
A809,15,2007.0,2024.0,5,URUGUAIANA,RS,S,True,True,False,False
A810,5,2007.0,2018.0,2,SANTA ROSA,RS,S,False,False,False,False
A811,13,2009.0,2024.0,11,CANGUCU,RS,S,True,False,True,False
A812,12,2007.0,2024.0,4,CACAPAVA DO SUL,RS,S,True,False,False,False
A813,11,2007.0,2022.0,6,RIO PARDO,RS,S,True,False,False,False
A814,9,2009.0,2023.0,5,URUSSANGA,SC,S,False,False,False,False
A815,12,2010.0,2024.0,7,SAO JOAQUIM,SC,S,True,False,False,False
A816,9,2009.0,2023.0,5,NOVO HORIZONTE,SC,S,False,False,False,False
A817,11,2007.0,2023.0,7,INDAIAL,SC,S,True,False,False,False
A818,12,2007.0,2025.0,7,IVAI,PR,S,True,False,False,False
A819,11,2007.0,2020.0,5,CASTRO,PR,S,True,False,False,False
A820,11,2007.0,2025.0,3,MAL. CANDIDO RONDON,PR,S,True,False,False,False
A821,11,2008.0,2025.0,7,JOAQUIM TAVORA,PR,S,True,False,False,False
A822,6,2007.0,2025.0,3,NOVA TEBAS,PR,S,False,False,False,False
A823,10,2007.0,2023.0,4,INACIO MARTINS,PR,S,True,False,False,False
A824,6,2007.0,2018.0,2,ICARAIMA,PR,S,False,False,False,False
A825,1,2023.0,2023.0,1,GOIOERE,PR,S,False,False,False,False
A826,10,2007.0,2024.0,3,ALEGRETE,RS,S,True,False,False,False
A827,14,2007.0,2024.0,7,BAGE,RS,S,True,False,False,False
A828,10,2007.0,2024.0,5,ERECHIM,RS,S,True,False,False,False
A829,12,2007.0,2022.0,8,SAO JOSE DOS AUSENTES,RS,S,True,False,False,False
A830,7,2008.0,2024.0,1,SAO BORJA,RS,S,False,False,False,False
A831,13,2008.0,2024.0,6,QUARAI,RS,S,True,False,False,False
A832,13,2008.0,2024.0,5,SAO GABRIEL,RS,S,True,False,False,False
A833,8,2010.0,2024.0,3,SANTIAGO,RS,S,False,False,False,False
A834,10,2009.0,2023.0,6,TRAMANDAI,RS,S,True,False,False,False
A835,13,2007.0,2024.0,5,MARINGA,PR,S,True,False,False,False
A836,10,2008.0,2024.0,4,JAGUARAO,RS,S,True,False,False,False
A837,11,2009.0,2024.0,3,SOLEDADE,RS,S,True,False,False,False
A838,10,2007.0,2022.0,4,CAMAQUA,RS,S,True,False,False,False
A839,16,2007.0,2024.0,10,PASSO FUNDO,RS,S,True,True,True,False
A840,13,2008.0,2024.0,5,BENTO GONCALVES,RS,S,True,False,False,False
A841,11,2008.0,2020.0,8,JOACABA,SC,S,True,False,False,False
A842,4,2008.0,2014.0,2,NOVA FATIMA,PR,S,False,False,False,False
A843,8,2008.0,2024.0,3,DOIS VIZINHOS,PR,S,False,False,False,False
A844,15,2008.0,2024.0,7,LAGOA VERMELHA,RS,S,True,True,False,False
A845,13,2009.0,2023.0,5,BOM JARDIM DA SERRA - MORRO DA IGREJA,SC,S,True,False,False,False
A846,4,2011.0,2024.0,2,FOZ DO IGUACU,PR,S,False,False,False,False
A847,4,2008.0,2015.0,2,ILHA DO MEL,PR,S,False,False,False,False
A848,9,2009.0,2024.0,2,DIONISIO CERQUEIRA,SC,S,False,False,False,False
A849,8,2009.0,2023.0,2,DIAMANTE DO NORTE,PR,S,False,False,False,False
A850,0,,,0,PARANAPOEMA,PR,S,False,False,False,False
A851,8,2008.0,2023.0,3,ITAPOA,SC,S,False,False,False,False
A852,9,2008.0,2023.0,3,SAO LUIZ GONZAGA,RS,S,False,False,False,False
A853,15,2008.0,2024.0,6,CRUZ ALTA,RS,S,True,True,False,False
A854,11,2008.0,2024.0,4,FREDERICO WESTPHALEN,RS,S,True,False,False,False
A855,7,2009.0,2025.0,3,PLANALTO,PR,S,False,False,False,False
A856,10,2010.0,2024.0,3,PALMEIRA DAS MISSOES,RS,S,True,False,False,False
A857,8,2009.0,2019.0,4,SAO MIGUEL DO OESTE,SC,S,False,False,False,False
A858,9,2009.0,2023.0,4,XANXERE,SC,S,False,False,False,False
A859,12,2009.0,2023.0,6,CACADOR,SC,S,True,False,False,False
A860,13,2009.0,2025.0,5,CURITIBANOS,SC,S,True,False,False,False
A861,9,2010.0,2025.0,6,RIO DO CAMPO,SC,S,False,False,False,False
A862,9,2009.0,2025.0,4,RIO NEGRINHO,SC,S,False,False,False,False
A863,11,2009.0,2025.0,4,ITUPORANGA,SC,S,True,False,False,False
A864,12,2011.0,2025.0,8,MAJOR VIEIRA,SC,S,True,False,False,False
A865,6,2015.0,2025.0,2,LAGES,SC,S,False,False,False,False
A866,8,2009.0,2023.0,2,Laguna  - Farol de Santa Marta,SC,S,False,False,False,False
A867,12,2009.0,2025.0,4,ARARANGUA,SC,S,True,False,False,False
A868,10,2011.0,2025.0,5,ITAJAI,SC,S,True,False,False,False
A869,6,2009.0,2023.0,2,CIDADE GAUCHA,PR,S,False,False,False,False
A870,6,2017.0,2025.0,3,RANCHO QUEIMADO,SC,S,False,False,False,False
A871,11,2009.0,2025.0,3,JAPIRA,PR,S,True,False,False,False
A872,0,,,0,VENTANIA,PR,S,False,False,False,False
A873,10,2011.0,2024.0,7,MORRETES,PR,S,True,False,False,False
A874,10,2012.0,2025.0,3,SAO MATEUS DO SUL,PR,S,True,False,False,False
A875,9,2009.0,2021.0,6,GENERAL CARNEIRO,PR,S,False,False,False,False
A876,12,2009.0,2025.0,4,CLEVELANDIA,PR,S,True,False,False,False
A878,7,2009.0,2023.0,2,MOSTARDAS,RS,S,False,False,False,False
A879,13,2009.0,2024.0,8,CANELA,RS,S,True,False,False,False
A880,11,2009.0,2024.0,3,VACARIA,RS,S,True,False,False,False
A881,6,2011.0,2024.0,2,DOM PEDRITO,RS,S,False,False,False,False
A882,8,2013.0,2023.0,3,TEUTONIA,RS,S,False,False,False,False
A883,7,2016.0,2023.0,5,IBIRUBA,RS,S,False,False,False,False
A884,11,2014.0,2024.0,11,CAMPO BOM,RS,S,True,False,True,False
A886,0,,,0,TUPANCIRETA,RS,S,False,False,False,False
A887,4,2020.0,2024.0,2,CAPAO DO LEAO (PELOTAS),RS,S,False,False,False,False
A889,4,2017.0,2022.0,2,SAO VICENTE DO SUL,RS,S,False,False,False,False
A893,3,2020.0,2023.0,2,ENCRUZILHADA DO SUL,RS,S,False,False,False,False
A894,7,2017.0,2024.0,4,SERAFINA CORREA,RS,S,False,False,False,False
A895,0,,,0,CHAPECO,SC,S,False,False,False,False
A897,5,2017.0,2024.0,2,CAMBARA DO SUL,RS,S,False,False,False,False
A898,6,2020.0,2025.0,6,CAMPOS NOVOS,SC,S,False,False,False,False
A899,10,2009.0,2024.0,3,Santa Vitoria do Palmar - Barra do Chui,RS,S,True,False,False,False
A901,0,,,0,CUIABA,MT,CO,False,False,False,False
A902,7,2005.0,2024.0,2,TANGARA DA SERRA,MT,CO,False,False,False,False
A903,8,2004.0,2025.0,3,S.J. DO RIO CLARO,MT,CO,False,False,False,False
A904,10,2003.0,2024.0,5,SORRISO,MT,CO,True,False,False,False
A905,4,2003.0,2018.0,1,CAMPO NOVO DOS PARECIS,MT,CO,False,False,False,False
A906,11,2004.0,2024.0,3,GUARANTA DO NORTE,MT,CO,True,False,False,False
A907,13,2004.0,2025.0,5,RONDONOPOLIS,MT,CO,True,False,False,False
A908,9,2007.0,2025.0,4,AGUA BOA,MT,CO,False,False,False,False
A909,6,2012.0,2024.0,2,ALTO ARAGUAIA,MT,CO,False,False,False,False
A910,4,2007.0,2023.0,2,APIACAS,MT,CO,False,False,False,False
A911,0,,,0,SAPEZAL,MT,CO,False,False,False,False
A912,0,,,0,CAMPO VERDE,MT,CO,False,False,False,False
A913,8,2007.0,2023.0,5,COMODORO,MT,CO,False,False,False,False
A914,6,2009.0,2018.0,3,JUARA,MT,CO,False,False,False,False
A915,3,2007.0,2024.0,1,PARANATINGA,MT,CO,False,False,False,False
A916,7,2008.0,2024.0,2,QUERENCIA,MT,CO,False,False,False,False
A917,4,2007.0,2024.0,2,SINOP,MT,CO,False,False,False,False
A919,7,2008.0,2025.0,3,COTRIGUACU,MT,CO,False,False,False,False
A920,7,2009.0,2023.0,2,JUINA,MT,CO,False,False,False,False
A921,4,2009.0,2016.0,1,SAO FELIX  DO ARAGUAIA,MT,CO,False,False,False,False
A922,3,2007.0,2020.0,2,VILA BELA DA SANTISSIMA TRINDADE,MT,CO,False,False,False,False
A923,3,2018.0,2023.0,1,PRIMAVERA DO LESTE,MT,CO,False,False,False,False
A924,0,,,0,ALTA FLORESTA,MT,CO,False,False,False,False
A925,0,,,0,PORTO VELHO,RO,N,False,False,False,False
A926,0,,,0,CARLINDA,MT,CO,False,False,False,False
A927,0,,,0,BRASNORTE (MUNDO NOVO),MT,CO,False,False,False,False
A928,0,,,0,NOVA MARINGA,MT,CO,False,False,False,False
A929,0,,,0,NOVA UBIRATA,MT,CO,False,False,False,False
A930,7,2009.0,2023.0,2,GAUCHA DO NORTE,MT,CO,False,False,False,False
A931,10,2009.0,2024.0,4,SANTO ANTONIO DO LESTE,MT,CO,True,False,False,False
A932,9,2009.0,2023.0,3,GUIRATINGA,MT,CO,False,False,False,False
A933,0,,,0,ITIQUIRA,MT,CO,False,False,False,False
A934,12,2009.0,2024.0,3,ALTO TAQUARI,MT,CO,True,False,False,False
A935,0,,,0,PORTO ESTRELA,MT,CO,False,False,False,False
A936,10,2009.0,2024.0,3,SALTO DO CEU,MT,CO,True,False,False,False
A937,11,2009.0,2023.0,7,PONTES E LACERDA,MT,CO,True,False,False,False
A938,9,2011.0,2024.0,4,VILHENA,RO,N,False,False,False,False
A939,10,2010.0,2025.0,3,CACOAL,RO,N,True,False,False,False
A940,5,2011.0,2019.0,3,ARIQUEMES,RO,N,False,False,False,False
A941,6,2013.0,2020.0,3,CACERES,MT,CO,False,False,False,False
A942,1,2020.0,2020.0,1,SAO JOSE DO XINGU,MT,CO,False,False,False,False
A943,1,2020.0,2020.0,1,SERRA NOVA DOURADA,MT,CO,False,False,False,False
A944,3,2023.0,2025.0,3,ROSARIO OESTE,MT,CO,False,False,False,False
A945,0,,,0,BARRA DO GARCAS,MT,CO,False,False,False,False
A947,0,,,0,NOVO SANTO ANTONIO,MT,CO,False,False,False,False
A949,0,,,0,DIAMANTINO,MT,CO,False,False,False,False
A950,0,,,0,ITANHANGA,MT,CO,False,False,False,False
A954,0,,,0,COCALINHO,MT,CO,False,False,False,False
A955,0,,,0,LUCAS DO RIO VERDE,MT,CO,False,False,False,False
B803,3,2017.0,2025.0,2,CAMPINA DA LAGOA,PR,S,False,False,False,False
B804,4,2017.0,2024.0,2,LARANJEIRAS DO SUL,PR,S,False,False,False,False
B806,7,2017.0,2025.0,4,COLOMBO,PR,S,False,False,False,False
B807,2,2023.0,2024.0,2,PORTO ALEGRE- BELEM NOVO,RS,S,False,False,False,False
B808,0,,,0,CACHOEIRINHA,RS,S,False,False,False,False
B809,0,,,0,SAPUCAIA DO SUL,RS,S,False,False,False,False
B810,0,,,0,PARQUE ELDORADO,RS,S,False,False,False,False
B811,0,,,0,SERTAO SANTANA,RS,S,False,False,False,False
B812,0,,,0,CHARQUEADAS,RS,S,False,False,False,False
B813,0,,,0,MINAS DO LEAO,RS,S,False,False,False,False
B814,0,,,0,MONTENEGRO,RS,S,False,False,False,False
B816,0,,,0,SANTA MARIA DO HERVAL,RS,S,False,False,False,False
B817,0,,,0,CAXIAS DO SUL - CRIUVA,RS,S,False,False,False,False
B818,0,,,0,CAXIAS DO SUL - AEROPORTO,RS,S,False,False,False,False
B819,0,,,0,ROLANTE,RS,S,False,False,False,False
B820,0,,,0,SAO FRANCISCO DE PAULA,RS,S,False,False,False,False
B821,0,,,0,SANTANA DA BOA VISTA,RS,S,False,False,False,False
B822,0,,,0,CACHOEIRA DO SUL,RS,S,False,False,False,False
B823,0,,,0,PINHEIRO MACHADO,RS,S,False,False,False,False
B825,0,,,0,PORTO ALEGRE - BELEM NOVO,RS,S,False,False,False,False
B826,0,,,0,HERVAL,RS,S,False,False,False,False
B827,0,,,0,BAGE - CENTRO,RS,S,False,False,False,False
B828,0,,,0,ACEGUA,RS,S,False,False,False,False
B829,0,,,0,SANTA VITORIA DO PALMAR (RESERVA DO TAIM),RS,S,False,False,False,False
B830,0,,,0,SANTA VITORIA DO PALMAR (CENTRO),RS,S,False,False,False,False
B832,0,,,0,CAPAO DA CANOA,RS,S,False,False,False,False
B836,0,,,0,PALMARES DO SUL,RS,S,False,False,False,False
B839,0,,,0,SANTO ANTONIO DA PATRULHA,RS,S,False,False,False,False
B841,0,,,0,TORRES,RS,S,False,False,False,False
F501,11,2015.0,2025.0,11,BELO HORIZONTE - CERCADINHO,MG,SE,True,False,True,False
S101,0,,,0,FORTE PRINCIPE,RO,N,False,False,False,False
S102,0,,,0,PEF IPIRANGA,AM,N,False,False,False,False
S103,0,,,0,CRMN MANAUS,AM,N,False,False,False,False
S104,0,,,0,DTCEA VILHENA,RO,N,False,False,False,False
S105,0,,,0,DTCEA TABATINGA,AM,N,False,False,False,False
S107,0,,,0,DOM ELISEU,PA,N,False,False,False,False
S108,0,,,0,SAO BENTO,MA,NE,False,False,False,False
S110,0,,,0,DTCEA GUAJARA-MIRIM,RO,N,False,False,False,False
S113,0,,,0,BALIZA,RR,N,False,False,False,False
S114,0,,,0,PACARAIMA,RR,N,False,False,False,False
S115,0,,,0,PEF YAUARETE,AM,N,False,False,False,False
S116,0,,,0,PEF ESTIRAO DO EQUADOR,AM,N,False,False,False,False
S117,1,2018.0,2018.0,1,DTCEA TEFE,AM,N,False,False,False,False
S120,1,2018.0,2018.0,1,DTCEA JACAREACANGA,PA,N,False,False,False,False
S121,0,,,0,SANTA ISABEL DO RIO NEGRO,AM,N,False,False,False,False
S122,0,,,0,EB_PEF_BONFIM,MG,SE,False,False,False,False
S701,1,2020.0,2020.0,1,ANGELICA,MS,CO,False,False,False,False
S702,1,2020.0,2020.0,1,ARAL MOREIRA,MS,CO,False,False,False,False
S703,0,,,0,BANDEIRANTES,MS,CO,False,False,False,False
S704,1,2020.0,2020.0,1,BONITO,MS,CO,False,False,False,False
S705,0,,,0,BRASILANDIA,MS,CO,False,False,False,False
S706,0,,,0,CAARAPO,MS,CO,False,False,False,False
S707,0,,,0,CAMAPUA,MS,CO,False,False,False,False
S708,0,,,0,FATIMA DO SUL,MS,CO,False,False,False,False
S709,1,2020.0,2020.0,1,IGUATEMI,MS,CO,False,False,False,False
S710,1,2020.0,2020.0,1,ITAPORA,MS,CO,False,False,False,False
S711,0,,,0,LAGUNA CARAPA,MS,CO,False,False,False,False
S712,0,,,0,NOVA ALVORADA DO SUL,MS,CO,False,False,False,False
S713,0,,,0,NOVA ANDRADINA,MS,CO,False,False,False,False
S714,0,,,0,PEDRO GOMES,MS,CO,False,False,False,False
S715,1,2020.0,2020.0,1,RIBAS DO RIO PARDO,MS,CO,False,False,False,False
S716,1,2020.0,2020.0,1,SANTA RITA DO PARDO,MS,CO,False,False,False,False
S717,1,2019.0,2019.0,1,SELVIRIA,MS,CO,False,False,False,False
